nr;czas;koszt
6;0.214934;4177
6;0.227873;4173
6;0.245075;4170
6;0.245128;4162
6;0.251544;4140
6;0.266108;4127
6;0.266828;4125
6;0.267595;4095
6;0.268862;4071
6;0.277544;4023
6;0.373755;4005
6;0.38147;3955
6;0.416752;3936
6;0.426595;3929
6;0.453419;3892
6;0.465359;3881
6;0.467034;3853
6;0.486001;3851
6;0.486333;3843
6;0.486762;3837
6;0.492995;3799
6;0.493157;3771
6;0.524311;3759
6;0.581556;3735
6;0.60604;3732
6;0.647452;3728
6;0.656906;3718
6;0.656956;3692
6;0.87981;3639
6;1.13381;3629
6;4.39973;3612
6;4.40738;3586
6;4.46222;3578
6;4.53942;3572
6;4.65466;3562
6;4.67009;3559
6;4.84442;3545
6;4.85222;3541
6;4.8543;3539
6;4.94885;3523
6;4.95858;3522
6;4.95913;3455
6;4.96423;3451
6;5.03284;3427
6;5.75874;3420
6;5.88635;3411
6;15.0575;3404
6;15.0734;3402
6;15.0903;3391
6;15.1723;3367
7;1.9834e-05;7037
7;7.5959e-05;6823
7;0.000313834;6779
7;0.000417;6773
7;0.000447209;6760
7;0.000756875;6735
7;0.000773167;6382
7;0.00103038;6362
7;0.0010495;6348
7;0.00169713;6326
7;0.001802;6257
7;0.00231346;6204
7;0.00238854;6166
7;0.00239575;6163
7;0.00285217;6116
7;0.00297946;6101
7;0.00336742;6030
7;0.00469296;6019
7;0.00469558;6012
7;0.00559629;5994
7;0.00575729;5976
7;0.00629787;5952
7;0.00638796;5930
7;0.00645279;5912
7;0.00744767;5909
7;0.00890512;5869
7;0.00916938;5868
7;0.00965592;5817
7;0.0103034;5808
7;0.010467;5776
7;0.0120985;5746
7;0.012686;5738
7;0.0127884;5737
7;0.0136137;5703
7;0.0136416;5681
7;0.01366;5678
7;0.0142721;5664
7;0.0146442;5660
7;0.0151466;5595
7;0.0153057;5562
7;0.0153944;5438
7;0.0158087;5429
7;0.0158411;5417
7;0.018707;5315
7;0.024357;5296
7;0.0245938;5287
7;0.0252767;5259
7;0.027725;5258
7;0.0279685;5168
7;0.0297257;5115
7;0.0311323;5100
7;0.0330992;5093
7;0.0349711;5079
7;0.0350465;5071
7;0.0357812;5007
